#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LRAT	SDR9C7	1851974	1847419	9606.ENSP00000337224	9606.ENSP00000293502	0	0	0	0	0.042	0	0	0.466	0.466
MYO1A	SI	1848142	1845536	9606.ENSP00000300119	9606.ENSP00000264382	0	0	0	0	0.221	0	0	0.341	0.465
CALML5	MYO1A	1857202	1848142	9606.ENSP00000369689	9606.ENSP00000300119	0	0	0	0	0.053	0.293	0	0.266	0.465
SPATA21	MYO1A	1851873	1848142	9606.ENSP00000335612	9606.ENSP00000300119	0	0	0	0	0.053	0.293	0	0.266	0.465
CALN1	MYO1A	1858282	1848142	9606.ENSP00000378690	9606.ENSP00000300119	0	0	0	0	0.053	0.293	0	0.266	0.465
PAX2	VSX2	1859923	1845036	9606.ENSP00000396259	9606.ENSP00000261980	0	0	0	0	0.054	0	0	0.458	0.465
LY6H	SLURP1	1852619	1843817	9606.ENSP00000342711	9606.ENSP00000246515	0	0	0	0	0	0	0	0.464	0.464
SLC1A2	SLC6A2	1846562	1842772	9606.ENSP00000278379	9606.ENSP00000219833	0.063	0	0	0	0.067	0	0	0.436	0.464
SYP	GAD2	1845310	1844680	9606.ENSP00000263233	9606.ENSP00000259271	0	0	0	0	0.058	0	0	0.454	0.464
KRT1	MYO15A	1844112	1842432	9606.ENSP00000252244	9606.ENSP00000205890	0	0	0	0	0.464	0	0	0	0.463
KRT82	MYO15A	1844559	1842432	9606.ENSP00000257974	9606.ENSP00000205890	0	0	0	0	0.464	0	0	0	0.463
MYOD1	ACTL6B	1843984	1842277	9606.ENSP00000250003	9606.ENSP00000160382	0	0	0	0	0	0	0	0.463	0.463
AIRE	CHRND	1847301	1844593	9606.ENSP00000291582	9606.ENSP00000258385	0	0	0	0	0	0	0	0.464	0.463
OCA2	MC4R	1853079	1848101	9606.ENSP00000346659	9606.ENSP00000299766	0	0	0	0	0.092	0	0	0.433	0.463
TSHR	SST	1847934	1847077	9606.ENSP00000298171	9606.ENSP00000287641	0	0	0	0	0	0	0	0.463	0.463
GRIN2A	GAD2	1851485	1844680	9606.ENSP00000332549	9606.ENSP00000259271	0	0	0	0	0.057	0	0	0.454	0.463
ASCL1	MYOD1	1845903	1843984	9606.ENSP00000266744	9606.ENSP00000250003	0	0	0	0	0	0.054	0	0.456	0.463
DLK1	FABP2	1852308	1846353	9606.ENSP00000340292	9606.ENSP00000274024	0	0	0	0	0	0	0	0.464	0.463
KRT84	MYO15A	1844558	1842432	9606.ENSP00000257951	9606.ENSP00000205890	0	0	0	0	0.464	0	0	0	0.463
KRT75	MYO15A	1844113	1842432	9606.ENSP00000252245	9606.ENSP00000205890	0	0	0	0	0.464	0	0	0	0.463
MEGF10	MYO15A	1846387	1842432	9606.ENSP00000274473	9606.ENSP00000205890	0	0	0	0	0.464	0	0	0	0.463
SOX2	NCAM1	1850559	1850053	9606.ENSP00000323588	9606.ENSP00000318472	0	0	0	0	0	0	0	0.463	0.463
KLK7	FLG	1857951	1854882	9606.ENSP00000375683	9606.ENSP00000357789	0	0	0	0	0.076	0	0	0.442	0.462
APCS	CRP	1844350	1844348	9606.ENSP00000255040	9606.ENSP00000255030	0	0	0	0.952	0.165	0.360	0	0.699	0.462
NEUROD1	VSX2	1847535	1845036	9606.ENSP00000295108	9606.ENSP00000261980	0	0	0	0	0.054	0	0	0.455	0.462
SLC1A2	SLC17A6	1846562	1845295	9606.ENSP00000278379	9606.ENSP00000263160	0	0	0	0	0.052	0	0	0.456	0.462
LHX2	GSX2	1855949	1850115	9606.ENSP00000362717	9606.ENSP00000319118	0	0	0	0	0.048	0.045	0	0.456	0.462
SPTA1	GRIA1	1854747	1846982	9606.ENSP00000357130	9606.ENSP00000285900	0	0	0	0	0.054	0	0	0.455	0.462
GSX2	LHX8	1850115	1847496	9606.ENSP00000319118	9606.ENSP00000294638	0	0	0	0	0.053	0.045	0	0.453	0.462
AQP4	CFTR	1857610	1842118	9606.ENSP00000372654	9606.ENSP00000003084	0	0	0	0	0	0.076	0	0.440	0.461
PAX1	MSX1	1858613	1857563	9606.ENSP00000381499	9606.ENSP00000372170	0	0	0	0	0	0.096	0	0.428	0.461
CHRNA4	SLC17A6	1855204	1845295	9606.ENSP00000359285	9606.ENSP00000263160	0	0	0	0	0.055	0.089	0	0.425	0.461
LHX2	BARHL1	1855949	1845375	9606.ENSP00000362717	9606.ENSP00000263610	0	0	0	0	0.072	0.296	0	0.242	0.461
NEUROG1	NHLH1	1849970	1848381	9606.ENSP00000317580	9606.ENSP00000302189	0	0	0	0	0.058	0	0	0.452	0.461
POU4F1	NEUROD1	1856641	1847535	9606.ENSP00000366413	9606.ENSP00000295108	0	0	0	0	0.054	0	0	0.454	0.461
PNLIP	CPA1	1854981	1842164	9606.ENSP00000358223	9606.ENSP00000011292	0	0	0	0	0.379	0	0	0.167	0.461
EDN3	CMA1	1851964	1844006	9606.ENSP00000337128	9606.ENSP00000250378	0	0	0	0	0	0.360	0	0.190	0.460
ACE2	FGF23	1844133	1843471	9606.ENSP00000252519	9606.ENSP00000237837	0	0	0	0	0	0	0	0.459	0.460
MSX1	SOX2	1857563	1850559	9606.ENSP00000372170	9606.ENSP00000323588	0	0	0	0	0	0	0	0.460	0.460
SFTPA1	SCGB1A1	1859988	1846556	9606.ENSP00000397082	9606.ENSP00000278282	0	0	0	0	0.235	0	0	0.322	0.460
GNAT3	SNAP25	1858594	1844344	9606.ENSP00000381339	9606.ENSP00000254976	0	0	0	0	0.072	0	0	0.442	0.460
TMEM247	SMCP	1859366	1854870	9606.ENSP00000388684	9606.ENSP00000357754	0	0	0	0	0.459	0	0	0	0.459
HOXD12	FGF8	1859049	1850386	9606.ENSP00000385586	9606.ENSP00000321797	0	0	0	0	0.052	0	0	0.453	0.459
LY6H	LYPD4	1852619	1851072	9606.ENSP00000342711	9606.ENSP00000328737	0	0	0	0	0	0	0	0.459	0.459
ISX	INS	1849429	1844030	9606.ENSP00000311492	9606.ENSP00000250971	0	0	0	0	0	0	0	0.459	0.459
GC	APOA4	1861539	1853595	9606.ENSP00000421725	9606.ENSP00000350425	0	0	0	0	0.072	0	0	0.441	0.459
LIN28A	PIWIL1	1844280	1843752	9606.ENSP00000254231	9606.ENSP00000245255	0	0	0	0	0.052	0.065	0	0.437	0.458
SLC2A2	SLC5A11	1850555	1847195	9606.ENSP00000323568	9606.ENSP00000289932	0	0	0	0	0	0	0	0.458	0.458
SCN1A	GABRA1	1848547	1842192	9606.ENSP00000303540	9606.ENSP00000023897	0	0	0	0	0.053	0	0	0.451	0.458
ACMSD	ALDH1A2	1853300	1843974	9606.ENSP00000348459	9606.ENSP00000249750	0	0	0	0	0	0	0.435	0.081	0.458
CHI3L1	DAO	1844377	1843145	9606.ENSP00000255409	9606.ENSP00000228476	0	0	0	0	0.059	0	0	0.447	0.457
AFP	HP	1858331	1853269	9606.ENSP00000379138	9606.ENSP00000348170	0	0	0	0	0.178	0	0	0.366	0.457
MAGEB10	PAGE2B	1856966	1856211	9606.ENSP00000368304	9606.ENSP00000364110	0	0	0	0	0	0	0	0.458	0.457
CACNA1G	SCN1A	1853790	1848547	9606.ENSP00000352011	9606.ENSP00000303540	0	0	0	0.626	0.049	0.357	0	0.423	0.457
HP	CD22	1853269	1842254	9606.ENSP00000348170	9606.ENSP00000085219	0	0	0	0	0	0.360	0	0.186	0.457
KRTAP3-3	KRTAP11-1	1857926	1851278	9606.ENSP00000375428	9606.ENSP00000330720	0	0	0	0	0	0	0	0.456	0.456
PNLIP	PRSS3	1854981	1854099	9606.ENSP00000358223	9606.ENSP00000354280	0	0	0	0	0.304	0	0	0.249	0.456
KLRC1	SELL	1853795	1843434	9606.ENSP00000352064	9606.ENSP00000236147	0	0	0	0	0.068	0	0	0.441	0.456
SLC17A6	PHOX2B	1845295	1843088	9606.ENSP00000263160	9606.ENSP00000226382	0	0	0	0	0	0	0	0.456	0.456
SP7	WNT3A	1848454	1846912	9606.ENSP00000302812	9606.ENSP00000284523	0	0	0	0	0	0.114	0	0.412	0.456
MMP9	PRSS3	1855661	1854099	9606.ENSP00000361405	9606.ENSP00000354280	0	0	0	0	0	0.360	0	0.183	0.455
DAZ1	KHDRBS2	1858957	1846711	9606.ENSP00000384573	9606.ENSP00000281156	0	0	0	0	0.073	0.387	0	0.119	0.455
PCK1	HNF4A	1850185	1849587	9606.ENSP00000319814	9606.ENSP00000312987	0	0	0	0	0.089	0	0	0.425	0.455
AFP	SERPINA7	1858331	1851141	9606.ENSP00000379138	9606.ENSP00000329374	0	0	0	0	0.312	0	0	0.240	0.455
PKLR	SLC2A2	1852273	1850555	9606.ENSP00000339933	9606.ENSP00000323568	0	0	0	0	0.054	0	0	0.447	0.454
TPO	GAD2	1850079	1844680	9606.ENSP00000318820	9606.ENSP00000259271	0	0	0	0	0	0	0	0.454	0.454
SI	CDX1	1845536	1843298	9606.ENSP00000264382	9606.ENSP00000231656	0	0	0	0	0	0	0	0.454	0.454
SYCP1	STRA8	1855046	1846455	9606.ENSP00000358531	9606.ENSP00000275764	0	0	0	0	0	0	0	0.454	0.454
PIP	CST4	1847272	1842665	9606.ENSP00000291009	9606.ENSP00000217423	0	0	0	0	0.154	0	0	0.381	0.454
NR5A1	PRL	1855944	1848376	9606.ENSP00000362690	9606.ENSP00000302150	0	0	0	0	0	0	0	0.454	0.454
NEUROD2	ASCL1	1848877	1845903	9606.ENSP00000306754	9606.ENSP00000266744	0	0	0	0	0.042	0	0	0.454	0.454
NKX2-2	SOX2	1856622	1850559	9606.ENSP00000366347	9606.ENSP00000323588	0	0	0	0	0.061	0	0	0.443	0.454
NKX2-2	FGF8	1856622	1850386	9606.ENSP00000366347	9606.ENSP00000321797	0	0	0	0	0	0	0	0.454	0.454
NTS	CTCFL	1844400	1843688	9606.ENSP00000256010	9606.ENSP00000243914	0	0	0	0	0.453	0	0	0	0.453
AIFM3	PKLR	1858700	1852273	9606.ENSP00000382120	9606.ENSP00000339933	0.058	0	0	0	0.069	0	0	0.427	0.453
MMP13	IBSP	1844775	1843083	9606.ENSP00000260302	9606.ENSP00000226284	0	0	0	0	0.064	0	0	0.440	0.453
NKX2-2	LHX3	1856622	1855542	9606.ENSP00000366347	9606.ENSP00000360811	0	0	0	0	0.054	0	0	0.445	0.453
TRPA1	ASIC2	1845090	1843054	9606.ENSP00000262209	9606.ENSP00000225823	0	0	0	0	0	0	0	0.452	0.452
MLC1	HEPACAM	1849290	1847941	9606.ENSP00000310375	9606.ENSP00000298251	0	0	0	0	0	0	0	0.452	0.452
NEUROG1	POU4F3	1849970	1843264	9606.ENSP00000317580	9606.ENSP00000230732	0	0	0	0	0.052	0	0	0.445	0.452
APOA2	PKLR	1854701	1852273	9606.ENSP00000356969	9606.ENSP00000339933	0	0	0	0	0	0	0	0.452	0.452
NOG	MYOD1	1851004	1843984	9606.ENSP00000328181	9606.ENSP00000250003	0	0	0	0	0.054	0	0	0.445	0.452
DIO1	TSHR	1854177	1847934	9606.ENSP00000354643	9606.ENSP00000298171	0	0	0	0	0.090	0	0	0.423	0.452
NTSR1	BAAT	1855276	1844693	9606.ENSP00000359532	9606.ENSP00000259407	0	0	0	0	0	0	0	0.451	0.451
CRABP1	ALDH1A2	1848075	1843974	9606.ENSP00000299529	9606.ENSP00000249750	0	0	0	0	0.063	0	0	0.439	0.451
GPR1	GPR6	1858933	1846430	9606.ENSP00000384345	9606.ENSP00000275169	0	0	0	0	0	0	0	0.451	0.451
SLC2A2	PCSK2	1850555	1845168	9606.ENSP00000323568	9606.ENSP00000262545	0.053	0	0	0	0.122	0	0	0.393	0.451
HNF4A	HES6	1849587	1846287	9606.ENSP00000312987	9606.ENSP00000272937	0	0	0	0	0	0	0	0.451	0.451
AQP5	SCGB1A1	1847422	1846556	9606.ENSP00000293599	9606.ENSP00000278282	0	0	0	0	0.053	0	0	0.443	0.450
RBP4	HP	1855488	1853269	9606.ENSP00000360519	9606.ENSP00000348170	0	0	0	0	0.158	0	0	0.374	0.450
NEUROG1	CRABP1	1849970	1848075	9606.ENSP00000317580	9606.ENSP00000299529	0	0	0	0	0	0	0	0.450	0.450
CPB1	CPA1	1846826	1842164	9606.ENSP00000282957	9606.ENSP00000011292	0	0	0.527	0.927	0.396	0	0	0.752	0.450
FGF8	LHX8	1850386	1847496	9606.ENSP00000321797	9606.ENSP00000294638	0	0	0	0	0.053	0	0	0.443	0.450
GCG	SYP	1859292	1845310	9606.ENSP00000387662	9606.ENSP00000263233	0	0	0	0	0	0	0	0.450	0.450
FAM19A4	KERA	1847587	1845898	9606.ENSP00000295569	9606.ENSP00000266719	0	0	0	0	0.450	0	0	0	0.450
LHX2	ATOH1	1855949	1848384	9606.ENSP00000362717	9606.ENSP00000302216	0	0	0	0	0.065	0	0	0.436	0.450
NEUROG1	MYOD1	1849970	1843984	9606.ENSP00000317580	9606.ENSP00000250003	0	0	0	0	0.087	0.060	0	0.410	0.450
SERPINA6	INS	1852633	1844030	9606.ENSP00000342850	9606.ENSP00000250971	0	0	0	0	0	0	0	0.449	0.449
SLC6A17	SLC1A2	1851224	1846562	9606.ENSP00000330199	9606.ENSP00000278379	0.063	0	0	0	0.091	0	0	0.404	0.449
PRL	SSTR5	1848376	1847454	9606.ENSP00000302150	9606.ENSP00000293897	0	0	0	0	0.049	0	0	0.444	0.449
PRL	NTS	1848376	1844400	9606.ENSP00000302150	9606.ENSP00000256010	0	0	0	0	0	0	0	0.449	0.449
TF	MMP9	1859071	1855661	9606.ENSP00000385834	9606.ENSP00000361405	0	0	0	0	0.056	0	0	0.441	0.449
LRAT	CRABP1	1851974	1848075	9606.ENSP00000337224	9606.ENSP00000299529	0	0	0	0	0.055	0	0	0.440	0.448
GNAT3	SLC2A2	1858594	1850555	9606.ENSP00000381339	9606.ENSP00000323568	0	0	0	0	0.053	0	0	0.442	0.448
HMX1	SST	1858849	1847077	9606.ENSP00000383516	9606.ENSP00000287641	0	0	0	0	0	0	0	0.448	0.448
LHX3	PRL	1855542	1848376	9606.ENSP00000360811	9606.ENSP00000302150	0	0	0	0	0.053	0	0	0.441	0.448
DPYSL5	NTRK2	1847135	1846523	9606.ENSP00000288699	9606.ENSP00000277120	0	0	0	0	0	0	0	0.448	0.448
SNCB	SNAP25	1849031	1844344	9606.ENSP00000308057	9606.ENSP00000254976	0	0	0	0	0.396	0	0	0.123	0.448
SP9	ASCL1	1858255	1845903	9606.ENSP00000378418	9606.ENSP00000266744	0	0	0	0	0	0.071	0	0.430	0.448
KLK7	SPINK9	1857951	1856773	9606.ENSP00000375683	9606.ENSP00000367139	0	0	0	0	0.053	0	0	0.441	0.447
FOXI1	TSHR	1848621	1847934	9606.ENSP00000304286	9606.ENSP00000298171	0	0	0	0	0.052	0	0	0.441	0.447
NOG	LEFTY1	1851004	1846227	9606.ENSP00000328181	9606.ENSP00000272134	0	0	0	0	0.055	0.145	0	0.370	0.447
SELL	CD22	1843434	1842254	9606.ENSP00000236147	9606.ENSP00000085219	0	0	0	0	0.103	0	0	0.409	0.447
KRT86	VSX2	1862793	1845036	9606.ENSP00000452237	9606.ENSP00000261980	0	0	0	0	0	0	0	0.447	0.447
CD19	ALK	1862074	1857789	9606.ENSP00000437940	9606.ENSP00000373700	0	0	0	0	0.054	0	0	0.440	0.447
NEUROG3	CHGA	1843627	1842607	9606.ENSP00000242462	9606.ENSP00000216492	0	0	0	0	0.053	0	0	0.441	0.447
FABP2	INS	1846353	1844030	9606.ENSP00000274024	9606.ENSP00000250971	0	0	0	0	0.050	0	0	0.442	0.447
MYO15A	GUCA1A	1842432	1842221	9606.ENSP00000205890	9606.ENSP00000053469	0	0	0	0	0.143	0.293	0	0.159	0.446
LHX2	NEUROG1	1855949	1849970	9606.ENSP00000362717	9606.ENSP00000317580	0	0	0	0	0.044	0	0	0.445	0.446
NTS	ACE2	1844400	1844133	9606.ENSP00000256010	9606.ENSP00000252519	0	0	0	0	0.053	0.360	0	0.160	0.446
MUC6	NEUROG1	1860626	1849970	9606.ENSP00000406861	9606.ENSP00000317580	0	0	0	0	0.091	0	0	0.416	0.446
UTS2R	GPR6	1850551	1846430	9606.ENSP00000323516	9606.ENSP00000275169	0	0	0	0	0	0	0	0.446	0.446
PSG5	LGALS4	1852810	1848369	9606.ENSP00000344413	9606.ENSP00000302100	0	0	0	0	0	0	0	0.446	0.446
AGXT	TTR	1848429	1843448	9606.ENSP00000302620	9606.ENSP00000237014	0.309	0	0	0	0.073	0	0	0.204	0.446
DCX	NTRK2	1852027	1846523	9606.ENSP00000337697	9606.ENSP00000277120	0	0	0	0	0.052	0	0	0.440	0.446
SERPINA7	ZIC3	1851141	1847072	9606.ENSP00000329374	9606.ENSP00000287538	0	0	0	0	0.432	0.065	0	0	0.446
NXPE4	NXPE1	1856308	1844090	9606.ENSP00000364627	9606.ENSP00000251921	0	0	0	0.975	0.445	0	0	0	0.445
FABP1	HNF1A	1847629	1844515	9606.ENSP00000295834	9606.ENSP00000257555	0	0	0	0	0.052	0	0	0.439	0.445
SPTA1	HP	1854747	1853269	9606.ENSP00000357130	9606.ENSP00000348170	0	0	0	0	0.088	0	0	0.417	0.445
HMX1	PPY	1858849	1843068	9606.ENSP00000383516	9606.ENSP00000225992	0	0	0	0	0	0	0	0.445	0.445
PAX2	WNT3A	1859923	1846912	9606.ENSP00000396259	9606.ENSP00000284523	0	0	0	0	0	0.171	0	0.359	0.445
APOA4	HP	1853595	1853269	9606.ENSP00000350425	9606.ENSP00000348170	0	0	0	0	0.046	0	0	0.442	0.444
ISL1	PPY	1843262	1843068	9606.ENSP00000230658	9606.ENSP00000225992	0	0	0	0	0	0	0	0.444	0.444
DBH	CHGA	1858060	1842607	9606.ENSP00000376776	9606.ENSP00000216492	0	0	0	0	0	0	0	0.444	0.444
CTRB2	CELA3A	1848587	1847205	9606.ENSP00000303963	9606.ENSP00000290122	0	0	0.526	0.891	0.400	0	0	0.207	0.444
SPINK9	SPINK5	1856773	1853918	9606.ENSP00000367139	9606.ENSP00000352936	0	0	0	0	0.102	0	0	0.407	0.444
TF	SERPINA4	1859071	1847997	9606.ENSP00000385834	9606.ENSP00000298841	0	0	0	0	0.189	0	0	0.343	0.444
NTSR1	TCHH	1855276	1854884	9606.ENSP00000359532	9606.ENSP00000357794	0	0	0	0	0	0	0	0.443	0.443
GIP	NTS	1853529	1844400	9606.ENSP00000350005	9606.ENSP00000256010	0	0	0	0	0	0	0	0.443	0.443
KLRC1	GZMA	1853795	1846373	9606.ENSP00000352064	9606.ENSP00000274306	0	0	0	0	0.160	0	0	0.364	0.443
CITED1	MT3	1859353	1842396	9606.ENSP00000388548	9606.ENSP00000200691	0	0	0	0	0	0	0	0.443	0.443
SLC26A3	MARCO	1852987	1850096	9606.ENSP00000345873	9606.ENSP00000318916	0	0	0	0	0	0	0	0.443	0.443
NCAM1	GZMA	1850053	1846373	9606.ENSP00000318472	9606.ENSP00000274306	0	0	0	0	0	0	0	0.443	0.443
ERVW-1	MT3	1861448	1842396	9606.ENSP00000419945	9606.ENSP00000200691	0	0	0	0	0	0	0	0.443	0.443
HSPB3	GZMA	1848524	1846373	9606.ENSP00000303394	9606.ENSP00000274306	0	0	0	0	0	0.053	0	0.436	0.443
ROS1	TCF23	1854813	1847673	9606.ENSP00000357494	9606.ENSP00000296096	0	0	0	0	0	0	0	0.443	0.443
TMEM247	HMHB1	1859366	1847175	9606.ENSP00000388684	9606.ENSP00000289448	0	0	0	0	0	0	0	0.443	0.443
SPP1	FGF23	1858269	1843471	9606.ENSP00000378517	9606.ENSP00000237837	0	0	0	0	0	0	0	0.443	0.443
TCF23	TTR	1847673	1843448	9606.ENSP00000296096	9606.ENSP00000237014	0	0	0	0	0	0	0	0.443	0.443
GCG	TF	1859292	1859071	9606.ENSP00000387662	9606.ENSP00000385834	0	0	0	0	0	0	0	0.443	0.443
PRL	CRP	1848376	1844348	9606.ENSP00000302150	9606.ENSP00000255030	0	0	0	0	0	0	0	0.443	0.443
GZMA	SELL	1846373	1843434	9606.ENSP00000274306	9606.ENSP00000236147	0	0	0	0	0.114	0	0	0.397	0.443
KRTAP19-1	KRTAP19-5	1857892	1851787	9606.ENSP00000375108	9606.ENSP00000334985	0	0	0	0	0	0	0	0.443	0.443
NTSR1	INS	1855276	1844030	9606.ENSP00000359532	9606.ENSP00000250971	0	0	0	0	0	0	0	0.443	0.443
CST1	PIP	1848767	1847272	9606.ENSP00000305731	9606.ENSP00000291009	0	0	0	0	0.160	0	0	0.364	0.443
INS	GPR83	1844030	1843679	9606.ENSP00000250971	9606.ENSP00000243673	0	0	0	0	0	0	0	0.442	0.442
CD19	CARTPT	1862074	1847786	9606.ENSP00000437940	9606.ENSP00000296777	0	0	0	0	0	0	0	0.442	0.442
ROS1	NTS	1854813	1844400	9606.ENSP00000357494	9606.ENSP00000256010	0	0	0	0	0	0	0	0.442	0.442
AMELX	IBSP	1857273	1843083	9606.ENSP00000370088	9606.ENSP00000226284	0	0	0	0	0	0	0	0.442	0.442
KRT10	CFTR	1846102	1842118	9606.ENSP00000269576	9606.ENSP00000003084	0	0	0	0	0	0.359	0	0.165	0.442
INS	SELL	1844030	1843434	9606.ENSP00000250971	9606.ENSP00000236147	0	0	0	0	0	0	0	0.442	0.442
FABP7	SOX2	1854799	1850559	9606.ENSP00000357429	9606.ENSP00000323588	0	0	0	0	0	0	0	0.442	0.442
TRIM67	LYPD4	1854420	1851072	9606.ENSP00000355613	9606.ENSP00000328737	0	0	0	0	0	0	0	0.442	0.442
HMGA2	INS	1858894	1844030	9606.ENSP00000384026	9606.ENSP00000250971	0	0	0	0	0	0	0	0.442	0.442
NTRK2	INS	1846523	1844030	9606.ENSP00000277120	9606.ENSP00000250971	0	0	0	0	0	0	0	0.442	0.442
GC	FGF23	1861539	1843471	9606.ENSP00000421725	9606.ENSP00000237837	0	0	0	0	0	0	0	0.442	0.442
DPPA3	STRA8	1852192	1846455	9606.ENSP00000339250	9606.ENSP00000275764	0	0	0	0	0	0	0	0.442	0.442
KRTAP13-2	KRTAP19-1	1858769	1857892	9606.ENSP00000382777	9606.ENSP00000375108	0	0	0	0	0	0	0	0.442	0.442
DPPA5	SOX2	1855238	1850559	9606.ENSP00000359396	9606.ENSP00000323588	0	0	0	0	0	0	0	0.442	0.442
INS	PON1	1844030	1842913	9606.ENSP00000250971	9606.ENSP00000222381	0	0	0	0	0	0	0	0.442	0.442
PYDC1	LGALS4	1848628	1848369	9606.ENSP00000304336	9606.ENSP00000302100	0	0	0	0	0	0	0	0.442	0.442
PNLIP	C10orf90	1854981	1846922	9606.ENSP00000358223	9606.ENSP00000284694	0	0	0	0	0	0	0	0.442	0.442
TRH	PPY	1848532	1843068	9606.ENSP00000303452	9606.ENSP00000225992	0	0	0	0	0	0	0	0.442	0.442
HMX1	GIP	1858849	1853529	9606.ENSP00000383516	9606.ENSP00000350005	0	0	0	0	0	0	0	0.442	0.442
BRS3	SI	1855318	1845536	9606.ENSP00000359682	9606.ENSP00000264382	0	0	0	0	0	0	0	0.442	0.442
TCF23	LCT	1847673	1845492	9606.ENSP00000296096	9606.ENSP00000264162	0	0	0	0	0	0	0	0.442	0.442
MC4R	GAL	1848101	1845782	9606.ENSP00000299766	9606.ENSP00000265643	0	0	0	0	0	0	0	0.441	0.441
LCT	INS	1845492	1844030	9606.ENSP00000264162	9606.ENSP00000250971	0	0	0	0	0	0	0	0.441	0.441
AFP	INS	1858331	1844030	9606.ENSP00000379138	9606.ENSP00000250971	0	0	0	0	0	0	0	0.441	0.441
CALCA	GAL	1851388	1845782	9606.ENSP00000331746	9606.ENSP00000265643	0	0	0	0	0	0	0	0.441	0.441
NTSR1	ROS1	1855276	1854813	9606.ENSP00000359532	9606.ENSP00000357494	0	0	0	0	0	0	0	0.441	0.441
GCG	CARTPT	1859292	1847786	9606.ENSP00000387662	9606.ENSP00000296777	0	0	0	0	0	0	0	0.441	0.441
CALCA	NTS	1851388	1844400	9606.ENSP00000331746	9606.ENSP00000256010	0	0	0	0	0	0	0	0.441	0.441
SPATA3	C2orf72	1859371	1855954	9606.ENSP00000388741	9606.ENSP00000362743	0	0	0	0	0	0	0	0.441	0.441
SPP1	CRP	1858269	1844348	9606.ENSP00000378517	9606.ENSP00000255030	0	0	0	0	0	0	0	0.441	0.441
ABCG2	SLC10A1	1843466	1842610	9606.ENSP00000237612	9606.ENSP00000216540	0	0	0	0	0	0	0	0.441	0.441
FABP3	INS	1855975	1844030	9606.ENSP00000362817	9606.ENSP00000250971	0	0	0	0	0	0	0	0.441	0.441
DNMT3L	PIWIL1	1846134	1843752	9606.ENSP00000270172	9606.ENSP00000245255	0	0	0	0	0	0	0	0.441	0.441
O3FAR1	INS	1855492	1844030	9606.ENSP00000360538	9606.ENSP00000250971	0	0	0	0	0	0	0	0.441	0.441
CRP	ATP12A	1844348	1842709	9606.ENSP00000255030	9606.ENSP00000218548	0	0	0	0	0	0	0	0.441	0.441
KRTAP13-2	KRTAP19-5	1858769	1851787	9606.ENSP00000382777	9606.ENSP00000334985	0	0	0	0	0	0	0	0.441	0.441
AIRE	LCT	1847301	1845492	9606.ENSP00000291582	9606.ENSP00000264162	0	0	0	0	0	0	0	0.441	0.441
VIP	HTR3A	1854549	1853212	9606.ENSP00000356213	9606.ENSP00000347754	0	0	0	0	0	0	0	0.441	0.441
HMGA2	NTSR1	1858894	1855276	9606.ENSP00000384026	9606.ENSP00000359532	0	0	0	0	0	0	0	0.440	0.440
CD19	INS	1862074	1844030	9606.ENSP00000437940	9606.ENSP00000250971	0	0	0	0	0	0	0	0.440	0.440
NCAM1	INS	1850053	1844030	9606.ENSP00000318472	9606.ENSP00000250971	0	0	0	0	0	0	0	0.440	0.440
APOA2	INS	1854701	1844030	9606.ENSP00000356969	9606.ENSP00000250971	0	0	0	0	0	0	0	0.440	0.440
BAAT	NTS	1844693	1844400	9606.ENSP00000259407	9606.ENSP00000256010	0	0	0	0	0	0	0	0.440	0.440
TCHH	NTS	1854884	1844400	9606.ENSP00000357794	9606.ENSP00000256010	0	0	0	0	0	0	0	0.440	0.440
PAX2	CDH16	1859923	1848099	9606.ENSP00000396259	9606.ENSP00000299752	0	0	0	0	0.146	0	0	0.370	0.440
PNLIPRP3	KRTDAP	1854984	1852193	9606.ENSP00000358232	9606.ENSP00000339251	0	0	0	0	0.164	0	0	0.357	0.440
NR5A1	INS	1855944	1844030	9606.ENSP00000362690	9606.ENSP00000250971	0	0	0	0	0	0	0	0.440	0.440
KRTAP19-1	KRTAP17-1	1857892	1851657	9606.ENSP00000375108	9606.ENSP00000333993	0	0	0	0	0	0	0	0.440	0.440
DLK1	INS	1852308	1844030	9606.ENSP00000340292	9606.ENSP00000250971	0	0	0	0	0	0	0	0.440	0.440
HNF4A	NEUROG3	1849587	1843627	9606.ENSP00000312987	9606.ENSP00000242462	0	0	0	0	0	0	0	0.440	0.440
PRL	CHGA	1848376	1842607	9606.ENSP00000302150	9606.ENSP00000216492	0	0	0	0	0	0	0	0.440	0.440
KLK3	CRP	1849687	1844348	9606.ENSP00000314151	9606.ENSP00000255030	0	0	0	0	0	0	0	0.440	0.440
KRTAP4-9	KRTAP17-1	1857905	1851657	9606.ENSP00000375234	9606.ENSP00000333993	0	0	0	0	0	0	0	0.439	0.439
DBH	GAL	1858060	1845782	9606.ENSP00000376776	9606.ENSP00000265643	0	0	0	0	0	0	0	0.439	0.439
HOXC5	ISL1	1849167	1843262	9606.ENSP00000309336	9606.ENSP00000230658	0	0	0	0	0	0.045	0	0.436	0.439
